TASK,TYPE,ITEM_ID,ANNOTATOR_ID,TIME,SYSTEM_0,SCORE_0_A,SCORE_0_B,SYSTEM_1,SCORE_1_A,SCORE_1_B,SYSTEM_2,SCORE_2_A,SCORE_2_B,SYSTEM_3,SCORE_3_A,SCORE_3_B,SYSTEM_4,SCORE_4_A,SCORE_4_B
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1373,105,65,cu-tectomt,1,,uedin,2,,pc-translator,1,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,172,105,63,uedin,2,,cu-bojar,1,,pc-translator,1,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3922,105,69,cu-bojar,2,,pc-translator,2,,cu-tectomt,2,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,672,105,44,cu-bojar,2,,pc-translator,2,,uedin,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3297,105,32,cu-tectomt,2,,uedin,2,,pc-translator,2,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,444,105,22,uedin,2,,cu-tectomt,2,,cu-bojar,2,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1217,105,33,uedin,2,,pc-translator,1,,cu-tectomt,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2297,105,39,cu-bojar,2,,uedin,2,,pc-translator,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4919,105,32,pc-translator,1,,uedin,3,,cu-tectomt,3,,cu-bojar,3,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3634,105,22,cu-tectomt,1,,pc-translator,1,,uedin,2,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2297,26,141,cu-tectomt,1,,cu-bojar,2,,pc-translator,1,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4988,26,94,uedin,1,,cu-tectomt,2,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3774,26,44,cu-bojar,2,,cu-tectomt,1,,pc-translator,2,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4524,26,72,cu-bojar,2,,pc-translator,1,,cu-tectomt,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,419,26,58,cu-bojar,2,,pc-translator,1,,uedin,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,887,26,45,uedin,2,,cu-bojar,2,,cu-tectomt,2,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3922,26,42,uedin,1,,cu-tectomt,2,,cu-bojar,2,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2875,26,75,cu-bojar,1,,uedin,2,,pc-translator,3,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3291,26,30,cu-bojar,1,,cu-tectomt,1,,pc-translator,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1422,26,19,cu-tectomt,1,,pc-translator,1,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4047,26,45,cu-tectomt,1,,uedin,3,,cu-bojar,3,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1172,26,59,cu-bojar,3,,pc-translator,1,,cu-tectomt,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2797,26,705,cu-bojar,2,,pc-translator,1,,uedin,2,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3839,26,75,cu-bojar,1,,uedin,2,,pc-translator,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3297,26,55,uedin,2,,cu-tectomt,3,,pc-translator,3,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,297,26,50,cu-tectomt,2,,pc-translator,3,,cu-bojar,3,,uedin,3,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3257,26,29,cu-bojar,2,,cu-tectomt,2,,uedin,2,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3422,26,113,pc-translator,2,,uedin,3,,cu-bojar,3,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,683,26,1044,cu-bojar,1,,uedin,3,,pc-translator,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3774,26,25,cu-bojar,2,,cu-tectomt,1,,pc-translator,2,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2259,106,184,cu-tectomt,2,,uedin,1,,pc-translator,1,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2797,106,146,cu-bojar,1,,pc-translator,1,,uedin,2,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4561,106,92,pc-translator,1,,uedin,2,,cu-bojar,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2672,106,88,pc-translator,2,,uedin,1,,cu-tectomt,2,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3547,106,46,pc-translator,2,,cu-tectomt,2,,cu-bojar,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4797,106,63,cu-tectomt,1,,uedin,2,,pc-translator,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,511,106,104,cu-tectomt,2,,uedin,1,,pc-translator,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3922,106,113,cu-tectomt,2,,uedin,2,,cu-bojar,2,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1380,106,60,uedin,2,,cu-tectomt,1,,pc-translator,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4422,106,115,pc-translator,1,,cu-tectomt,2,,uedin,1,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1922,106,126,uedin,1,,pc-translator,1,,cu-bojar,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,47,106,17,pc-translator,1,,cu-tectomt,2,,cu-bojar,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4093,106,76,pc-translator,1,,cu-bojar,1,,cu-tectomt,1,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4474,106,83,pc-translator,1,,uedin,1,,cu-tectomt,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,301,106,27,uedin,1,,cu-tectomt,1,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1547,106,12,cu-bojar,1,,uedin,1,,pc-translator,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1160,106,13,cu-bojar,1,,uedin,1,,cu-tectomt,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,169,106,95,cu-tectomt,2,,pc-translator,1,,uedin,2,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,404,106,91,pc-translator,1,,cu-bojar,1,,uedin,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2797,106,22,cu-bojar,1,,pc-translator,1,,uedin,2,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,788,114,202,uedin,2,,cu-tectomt,2,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3922,114,252,cu-tectomt,2,,pc-translator,2,,cu-bojar,2,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1547,114,20,cu-bojar,1,,pc-translator,1,,cu-tectomt,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4416,114,68,cu-tectomt,1,,pc-translator,1,,uedin,2,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3906,114,21,uedin,1,,cu-tectomt,1,,pc-translator,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2435,114,90,pc-translator,1,,cu-bojar,1,,uedin,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,672,114,72,cu-bojar,2,,cu-tectomt,1,,pc-translator,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,678,114,38,pc-translator,1,,cu-tectomt,1,,uedin,2,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3130,114,94,cu-tectomt,2,,pc-translator,2,,uedin,2,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,459,114,74,pc-translator,2,,cu-bojar,2,,cu-tectomt,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,47,114,46,pc-translator,1,,cu-tectomt,2,,cu-bojar,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1172,114,118,cu-tectomt,2,,uedin,2,,cu-bojar,2,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1297,114,45,pc-translator,1,,cu-bojar,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3665,114,106,pc-translator,1,,cu-bojar,1,,uedin,2,,cu-tectomt,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3297,114,59,cu-tectomt,2,,pc-translator,2,,uedin,2,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3672,114,112,pc-translator,2,,uedin,2,,cu-tectomt,2,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,612,114,42,pc-translator,1,,uedin,2,,cu-bojar,1,,cu-tectomt,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4547,114,192,cu-tectomt,2,,uedin,1,,cu-bojar,1,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,433,114,169,uedin,1,,cu-tectomt,1,,cu-bojar,2,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1547,114,20,cu-bojar,1,,pc-translator,1,,cu-tectomt,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3172,113,26,cu-tectomt,1,,cu-bojar,1,,uedin,2,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,922,113,27,pc-translator,2,,cu-tectomt,2,,uedin,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4486,113,60,pc-translator,1,,cu-tectomt,2,,uedin,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2547,113,61,uedin,3,,cu-bojar,2,,pc-translator,3,,cu-tectomt,3,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1172,113,55,uedin,2,,cu-tectomt,2,,pc-translator,1,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1092,113,25,cu-tectomt,2,,cu-bojar,1,,uedin,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1937,113,19,uedin,1,,cu-bojar,1,,cu-tectomt,2,,pc-translator,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2265,113,25,pc-translator,2,,cu-bojar,1,,cu-tectomt,2,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,422,113,61,uedin,2,,pc-translator,2,,cu-tectomt,2,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4297,113,89,pc-translator,2,,cu-tectomt,2,,cu-bojar,2,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4627,113,22,cu-bojar,1,,uedin,1,,cu-tectomt,2,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4887,113,60,cu-tectomt,2,,pc-translator,1,,cu-bojar,2,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4870,113,22,cu-bojar,2,,pc-translator,2,,cu-tectomt,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2293,113,13,cu-tectomt,2,,uedin,1,,pc-translator,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,84,113,21,cu-tectomt,1,,uedin,1,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3547,113,22,cu-tectomt,2,,uedin,1,,cu-bojar,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,1047,113,16,cu-bojar,2,,cu-tectomt,1,,pc-translator,1,,uedin,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,3260,113,19,cu-tectomt,1,,cu-bojar,1,,pc-translator,1,,uedin,1,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,2297,113,23,uedin,2,,pc-translator,1,,cu-tectomt,1,,cu-bojar,2,
WMT08 English-Czech News,CONSTITUENT_ACCEPT,4486,113,12,pc-translator,1,,cu-tectomt,2,,uedin,1,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2945,13,65,uedin,1,,cu-bojar,2,,pc-translator,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2457,13,23,uedin,2,,pc-translator,2,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,640,13,9,cu-bojar,1,,uedin,2,,pc-translator,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,881,13,14,cu-bojar,1,,pc-translator,1,,uedin,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,4631,13,18,uedin,2,,cu-bojar,2,,pc-translator,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2595,13,10,cu-bojar,1,,pc-translator,1,,uedin,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,537,13,10,uedin,1,,pc-translator,1,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,5009,13,19,cu-bojar,1,,pc-translator,2,,uedin,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3220,13,13,pc-translator,2,,cu-bojar,2,,uedin,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3117,13,15,pc-translator,1,,uedin,2,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,4321,13,53,pc-translator,2,,cu-bojar,1,,uedin,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,5955,13,27,cu-bojar,2,,pc-translator,1,,uedin,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2396,13,12,cu-bojar,1,,uedin,1,,pc-translator,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3734,13,9,uedin,1,,cu-bojar,1,,pc-translator,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,6106,13,10,uedin,2,,cu-bojar,2,,pc-translator,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,1225,13,10,pc-translator,2,,uedin,2,,cu-bojar,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,5525,13,14,pc-translator,2,,cu-bojar,2,,uedin,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,5869,13,13,cu-bojar,2,,pc-translator,2,,uedin,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3089,13,27,cu-bojar,2,,pc-translator,2,,uedin,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2457,13,14,uedin,2,,pc-translator,2,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,1741,22,67,pc-translator,3,,cu-bojar,3,,cu-tectomt,2,,uedin,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,365,22,40,pc-translator,2,,uedin,1,,cu-bojar,1,,cu-tectomt,3,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3633,22,20,cu-tectomt,1,,cu-bojar,1,,uedin,1,,pc-translator,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,1490,22,21,uedin,2,,cu-tectomt,3,,cu-bojar,2,,pc-translator,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2085,22,25,pc-translator,1,,cu-tectomt,1,,uedin,1,,cu-bojar,3,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2429,22,137,uedin,3,,cu-tectomt,2,,pc-translator,2,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,1574,22,39,cu-tectomt,2,,cu-bojar,3,,pc-translator,2,,uedin,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,1747,22,61,pc-translator,2,,cu-bojar,3,,cu-tectomt,2,,uedin,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,4624,22,61,cu-bojar,1,,pc-translator,3,,uedin,3,,cu-tectomt,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,1249,22,44,cu-bojar,2,,cu-tectomt,3,,uedin,1,,pc-translator,3,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,365,25,339,cu-bojar,1,,pc-translator,2,,uedin,1,,cu-tectomt,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,5009,25,73,uedin,2,,pc-translator,1,,cu-tectomt,3,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,5697,25,60,uedin,2,,pc-translator,1,,cu-bojar,2,,cu-tectomt,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,5510,25,39,uedin,1,,pc-translator,1,,cu-bojar,2,,cu-tectomt,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,1569,25,80,cu-bojar,3,,cu-tectomt,1,,pc-translator,3,,uedin,3,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3151,25,67,pc-translator,3,,cu-bojar,1,,cu-tectomt,1,,uedin,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3805,25,94,pc-translator,1,,cu-tectomt,1,,cu-bojar,1,,uedin,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,5550,25,95,pc-translator,3,,cu-bojar,1,,cu-tectomt,3,,uedin,3,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,6385,25,67,uedin,1,,cu-tectomt,2,,cu-bojar,1,,pc-translator,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3654,25,49,uedin,3,,pc-translator,3,,cu-tectomt,3,,cu-bojar,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2085,25,114,uedin,1,,cu-bojar,3,,cu-tectomt,1,,pc-translator,3,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2286,25,72,pc-translator,2,,cu-tectomt,2,,uedin,1,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3748,25,98,cu-tectomt,2,,pc-translator,3,,uedin,2,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,6034,25,71,cu-bojar,3,,cu-tectomt,2,,uedin,2,,pc-translator,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3461,25,87,pc-translator,2,,cu-bojar,1,,cu-tectomt,2,,uedin,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,693,25,70,pc-translator,3,,cu-tectomt,1,,cu-bojar,3,,uedin,3,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,1773,25,85,uedin,3,,cu-bojar,3,,pc-translator,3,,cu-tectomt,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2429,25,79,uedin,1,,pc-translator,2,,cu-tectomt,2,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3424,25,87,uedin,2,,cu-tectomt,1,,cu-bojar,1,,pc-translator,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,5009,25,88,uedin,2,,pc-translator,1,,cu-tectomt,1,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3977,42,37,pc-translator,2,,uedin,1,,cu-tectomt,2,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,4837,42,59,cu-bojar,3,,cu-tectomt,2,,uedin,2,,pc-translator,3,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,5697,42,28,uedin,2,,pc-translator,2,,cu-bojar,2,,cu-tectomt,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,4493,42,36,pc-translator,1,,cu-bojar,1,,uedin,1,,cu-tectomt,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3805,42,19,uedin,2,,pc-translator,2,,cu-tectomt,2,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,11,42,259,cu-bojar,2,,pc-translator,2,,uedin,2,,cu-tectomt,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,5353,42,30,uedin,2,,cu-tectomt,1,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,1018,42,40,uedin,1,,cu-bojar,2,,pc-translator,1,,cu-tectomt,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3461,42,66,pc-translator,2,,uedin,1,,cu-bojar,3,,cu-tectomt,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2085,42,37,cu-tectomt,1,,pc-translator,1,,uedin,1,,cu-bojar,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2444,42,53,pc-translator,1,,uedin,3,,cu-tectomt,2,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,4809,42,29,uedin,2,,pc-translator,2,,cu-bojar,2,,cu-tectomt,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2250,42,18,pc-translator,1,,cu-bojar,1,,uedin,2,,cu-tectomt,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,49,42,41,cu-bojar,2,,cu-tectomt,3,,pc-translator,3,,uedin,3,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,97,42,22,cu-bojar,1,,pc-translator,1,,cu-tectomt,2,,uedin,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,5894,42,38,cu-tectomt,1,,cu-bojar,2,,pc-translator,2,,uedin,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,6213,42,64,pc-translator,1,,cu-tectomt,2,,cu-bojar,2,,uedin,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,138,42,48,cu-tectomt,2,,uedin,2,,cu-bojar,2,,pc-translator,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,4312,42,43,cu-bojar,2,,uedin,2,,pc-translator,1,,cu-tectomt,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,4837,42,21,cu-bojar,2,,cu-tectomt,2,,uedin,2,,pc-translator,3,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,6729,45,64,uedin,2,,pc-translator,1,,cu-bojar,1,,cu-tectomt,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,4879,45,65,cu-tectomt,2,,pc-translator,2,,uedin,2,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3853,45,29,pc-translator,1,,uedin,2,,cu-bojar,2,,cu-tectomt,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,193,45,49,cu-tectomt,2,,cu-bojar,2,,uedin,1,,pc-translator,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3479,45,14,pc-translator,2,,uedin,1,,cu-tectomt,2,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2085,45,27,pc-translator,1,,cu-bojar,2,,uedin,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,1397,45,20,cu-bojar,1,,pc-translator,3,,cu-tectomt,2,,uedin,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,5958,45,17,cu-tectomt,2,,pc-translator,1,,uedin,1,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,6041,45,37,uedin,1,,pc-translator,1,,cu-tectomt,2,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3633,45,14,uedin,1,,pc-translator,1,,cu-bojar,1,,cu-tectomt,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,1899,45,19,uedin,1,,cu-bojar,1,,pc-translator,1,,cu-tectomt,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,4149,45,19,cu-tectomt,1,,uedin,1,,cu-bojar,1,,pc-translator,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2601,45,37,uedin,2,,cu-tectomt,2,,pc-translator,2,,cu-bojar,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3799,45,35,cu-bojar,3,,pc-translator,3,,cu-tectomt,3,,uedin,3,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2591,45,23,cu-bojar,1,,pc-translator,2,,cu-tectomt,1,,uedin,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,5178,45,19,uedin,1,,cu-bojar,1,,pc-translator,2,,cu-tectomt,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,1832,45,71,cu-bojar,1,,cu-tectomt,1,,uedin,1,,pc-translator,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,5697,45,25,cu-bojar,1,,cu-tectomt,1,,uedin,2,,pc-translator,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,6078,45,18,uedin,2,,cu-tectomt,2,,cu-bojar,2,,pc-translator,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,4879,45,27,cu-tectomt,2,,pc-translator,2,,uedin,1,,cu-bojar,3,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2601,45,19,cu-tectomt,2,,pc-translator,2,,uedin,2,,cu-bojar,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2381,45,27,cu-bojar,1,,pc-translator,2,,cu-tectomt,1,,uedin,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,1053,45,20,cu-tectomt,2,,pc-translator,1,,uedin,2,,cu-bojar,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,4493,45,19,uedin,1,,pc-translator,1,,cu-tectomt,2,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,1665,45,29,uedin,1,,pc-translator,2,,cu-bojar,1,,cu-tectomt,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,3222,45,40,cu-tectomt,2,,uedin,2,,pc-translator,1,,cu-bojar,2,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,1758,45,34,uedin,1,,cu-tectomt,1,,cu-bojar,1,,pc-translator,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,5009,45,28,pc-translator,2,,cu-tectomt,2,,uedin,2,,cu-bojar,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2257,45,21,pc-translator,1,,cu-bojar,1,,uedin,1,,cu-tectomt,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,352,45,18,cu-tectomt,1,,cu-bojar,1,,uedin,1,,pc-translator,1,
WMT08 English-Czech Commentary,CONSTITUENT_ACCEPT,2234,45,23,cu-tectomt,1,,pc-translator,1,,cu-bojar,2,,uedin,2,
